"","text","score","sentiment"
"2330","masuk susah bangetsedang ganggu jaring terusmohon info",-2,"Negatif"
"1410","tolong fitur cetak struk beli token tagih editaman laku bayarlaku bayar masuk",1,"Positif"
"2021","erti keluh masyarakat",-1,"Negatif"
"745","langsung update histori beli tokenhari kali beli token histori adayg belistrukjadi ngisi meteransudah lapor ganggu proses selesai email diaplikasimemangnya dimanaterpaksa beli token dahdi history update jugakalo tunggu besok besokmati listrikhabis pulsa auto update",0,"Positif"
"2548","aplikasi sibuk error tolong",-1,"Negatif"
"2785","masukakun daftar tera daftar",-2,"Negatif"
"1399","token listrik stimulus pakai tulis pakai sekal pakaisolusi arah arah tolong solusi valid",1,"Positif"
"2301","masukakun daftar tera daftar",-2,"Negatif"
"2121","coba kali pakai aplikasimobile ganggu listrik rumah lapor direspontelepon tugas lapor tugas langsung listrik sala terima kasih",-3,"Negatif"
"1758","ayanbagus orang lapang kerja orang sopan omongseakanakan paksa ancamcard ragam surat tugassurat tugas bentak",-1,"Negatif"
"429","berik faedah membantukarena lakukantapitoken rating aplikasi buruk berik bintang rating aplikasi buruk burukbaru pakai xuntuk beli pulsa listrik virtual muncul nomor tokenpadahal hasil pendebitansaat masuk keluh updateselesai nomor tokenmengecewakan sebal",2,"Positif"
"2379","urusmeter hilang lupalangganpindah rumah tinggal",-2,"Negatif"
"258","ayan lapang lambat utama pasang daya",1,"Positif"
"2137","lengkap stand meter stand meter",-1,"Negatif"
"1303","terima kasihbikin aplikasi mudah langgan laku pengaduantidak telepon kembang aplikasi",1,"Positif"
"489","coba bayar januari linkriwayat transaksi potong saldo link status gagaltagih tulis bayarterima kasih",0,"Positif"
"2870","ribet lihat transaksi beli token payah",-2,"Negatif"
"476","cepat respons",1,"Positif"
"1047","nang ulah manusiakdda sempurna",0,"Positif"
"1532","aplikasi pokokkecewa situs fictur lengkap lupa downloadmobilecoba langsung download",-2,"Negatif"
"1568","alhamdulilahdenganmobail lapor ganggu cepatsemoga maju plndan migrasi listrik mudah",-1,"Negatif"
"1980","update versi yakdi play stroe versi lamaudah coba hapus pasang ulang aplikasinyatapi terinstal",-1,"Negatif"
"2663","ayan lapor padam lansung tindak respon pantau rumah listrik padam",-3,"Negatif"
"1955","fitur aplikasi bumn buruk sulitaduk keluh putar pemakaian listrik kecewa kaitmilik usaha negara",-1,"Negatif"
"1618","errorsaat lapor keluhangangguan",-1,"Negatif"
"115","aplikasi bantu langganmantaptingkat ayan sejahtera rakyat indonesialaunching program stroomnet rakyat butuh informasi cepat kualitas murah",2,"Positif"
"1317","terima kasihunit blimbingkeluhanklarifikasi listrik rumah nyala terlambatsmogasingaptangap keluh pelanganselaluterbaiksalam sukses",0,"Positif"
"1265","tanggap melaporakan",0,"Positif"
"251","ayan daerah plabuan ratu sukabumi jawa barat antusias mohon kinerjatingkat",2,"Positif"
"2735","input ajuk keluh muncul pesanstateno element",-1,"Negatif"
"2175","lapor listrik padam sirkuit bakar tugas statusselesai mati lampu oakan busuk ikan oada matilapor kali tanggap",-4,"Negatif"
"1390","token januari februari",0,"Positif"
"702","kenal stafdetail lapor plus login ribet banget sayang solusitemu lapor kantorlangsung tolongberik tanggap solusi informatif suai keluh langgan layanbanget laporsianglangsung tindaklistrik beres",0,"Positif"
"437","bikin sandi susah pakai gabung huruf keciltapi cocok",0,"Positif"
"1062","nyata mudah verifikasi data mobilemoga manfaat layan plndan",1,"Positif"
"106","aplikasi bantu alami error beli tokenaplikasi mobile banking beli gagal saldo akun bank pangkas xdisaat ajukkait token beli aplikasimobile bantu token tsbthanksmobile chat servicemelayanigoodjobgreat worksemoga maju jaya",2,"Positif"
"1189","sangnat proses cepat",1,"Positif"
"2239","lapor ditindaklanjuti lapang dinyatan selesai hadeeeuuhh tolong tindak mafia pasang listrik wilayah ngawi biaya pasang watt sbsrribu dlapangan biaya ribu lagidah lapor tindakparahhhh",-2,"Negatif"
"2099","eror",-1,"Negatif"
"1418","tolong malam ngeluh tanggepan",0,"Positif"
"1773","tindak telepon call center hasil bayar telat keluh tanggap terima kasih",-1,"Negatif"
"1380","token geratis sampeytoken geratismohon impormasikan",0,"Positif"
"1075","pasang listrik istri subsidipakai validasi data",0,"Positif"
"865","mantap ayan plnnya mati lampu",0,"Positif"
"2512","fitur bagus tingkat cepat reaksi tanggap tugassigap tuju alamat rumah lapor gangguanapalagi puasa hidup kulkas padamsaya tanggal april laporrumah periksa lampu tamper sala listrik rumah padamlapor berik penangananbutuhayoooooo bagus dukung",-1,"Negatif"
"2566","aplikasi error hubung server tampil tarikfiturbikin pusing",-2,"Negatif"
"633","installihat ulaskomentar positif mogabantu terimah kasih",1,"Positif"
"1849","sayangmobile cari cewek",-1,"Negatif"
"1748","terimah kasihsukaramelapor informasi menit kabar tugasmantab terimah kasih layan",-1,"Negatif"
"1529","fungsi swacam foto meter tanggal february ttpi htungan tagih angka meter tanggal february swacambrguna buang kuota",-1,"Negatif"
"2286","selasa januari kemarin lapor kabel rumah putus alhamdulillah ditangani baiklistrik rumah tetangga sala lagitapi malam tetangga sadar tegang turun paham istilahnyaberulang kali lampu redup terang redup pagi lapor tanggap malam",-6,"Negatif"
"82","aplikasi bagus masuk konfirmasi lapor selesai konfirmasi langgan tugas tugas jalan konfir selesai",0,"Positif"
"390","bantumobile",0,"Positif"
"2641","fiturnomor meter putar aplikasisalah aduh",-1,"Negatif"
"1434","trimakasih bantu",1,"Positif"
"282","bagus aplikasichat langsung custumer servis",0,"Positif"
"2193","mutuerrorr alir padam nyala msti laporkasih kodedah msti tunggujamudah ngeluhsuruh ganti penjelasanudah lapor kode lapor kodedan kemarin alir kali tunggukodesampe pusing bolak nelponyg bocor arus listrik mahalpadahalbuangrusak kalingeselin banget",-4,"Negatif"
"517","diskon beli tokenkonter",0,"Positif"
"2296","daftar",-1,"Negatif"
"2368","keluhanmya meter eror susahg klik send",-2,"Negatif"
"1072","pakaumobile verifikasi dataterima pakaiakunsaya masuk akun verifikasiverifikasi pagiverifikasitolak maksud coba fiks moga auto logout verifikasi",0,"Positif"
"2652","bagus mudah ecek tagih informasirekening listrik bantu pandemi terimakasih",-1,"Negatif"
"1834","kecewa madam buka puasa imsak nyalareapon telepon lapor moga keluarga berik sehat sabar",-2,"Negatif"
"1419","tolong metode bayar bank daerah bank sumselbabel",1,"Positif"
"233","apresiasi trobosanpandemi inovasi mudahmudahanberik ayan masyarkat",2,"Positif"
"2202","lapor listrik padam sirkuit bakar tugas statusselesai mati lampu oakan busuk ikan oada matilapor kali tanggap",-4,"Negatif"
"1712","lambat sekal responya",-1,"Negatif"
"269","ayan super cepat",2,"Positif"
"276","ayanpuas cepat respon tanggap terima kasih",2,"Positif"
"1486","verifikasi akun nampaknya fungsi jalan pemberitahuan verifikasi gagal sukses nampaknya tingkat berik arah",0,"Positif"
"2048","suai maksud tolong aplikasi lambat",-1,"Negatif"
"2940","butuh token stimulus gagal pakai discount sekal",-1,"Negatif"
"1546","cepattokenaplikasi buka sistem sibuk sistem sibuk buka bentar lihat saldomasuk sistem sibuk what kesel",-1,"Negatif"
"1057","normal",1,"Positif"
"890","mantapplyanana",0,"Positif"
"1792","bayar listrik kalo mati lampu mati lampu gilir bayar suruh cepatbayar mati lampu",-1,"Negatif"
"649","kali ihklas banget bantu rakyat kalo kasih gratis ikhlas dikit alascari untung herannegara makmur dewasa bingung link support",5,"Positif"
"2619","ganggumobile tugas listrik mati aplikasi status selesai sala",-1,"Negatif"
"2182","lapor ganggu ribetsering force close lapor tolong langgan ganggu mahal bayar ayan murah",-3,"Negatif"
"721","kobgia pasang pilih provinsi jawa timurbandar lampung",2,"Positif"
"1782","tolong sedia fitur catat meter langgan pascabayar biar catat meter tanggal batas kadang lupa",-1,"Negatif"
"1800","aplikasi promo srtoomnet klik layanmaksimal",-1,"Negatif"
"2484","assalamualaikum warahmatullahi wabarokaatuh bantulistrik rumah mati meter cantum tulis periksa maafdana biaya anggur uang bayar tugas",-2,"Negatif"
"2739","lapor field history muncultitik wilayah muncul kotak warnatutuphistory mohon difix terinakasih",-1,"Negatif"
"1845","padamnyala kendala gmanaa solusinyaa cowok",-1,"Negatif"
"2045","kenpa susah login ganggu minggu masuk aneh",-2,"Negatif"
"2725","tagih jalan lengkaplihatakurat langsungmeter rumah",-3,"Negatif"
"1082","pasangmobile kinerja",0,"Positif"
"1646","bingung sekal aplikasi daftar alas nomor email jujur bingung konfirmasi kait data pribadi",-2,"Negatif"
"1289","terima kasih plnkarena kasih diskon bayar tagihantuk bayar ngutang sinikalo bayar cabutgi belas kasihan rakyat miskin",3,"Positif"
"1316","terima kasihsumpah qplikasi keren banget kalocepat banget",4,"Positif"
"1946","akun efektif bingung",-1,"Negatif"
"407","bayarpakai debit mandiri link ajaenggak pakai debit lainkasih solusi",2,"Positif"
"343","bantu ecek bayar listrik",2,"Positif"
"185","aplikasi mutu",1,"Positif"
"2323","nama online gilir komplin komplain suruh kantor suai unit layan konsumenanak remaja ribet",-2,"Negatif"
"1005","mohon menu edit rating mobilemohon nomor tugas lokasi",1,"Positif"
"929","menulanggan",0,"Positif"
"442","bintang duluceritanya kali lampu padam nyala tulis periksa meter bikin lapormobile pengaduanya susah sekal",0,"Positif"
"1969","daftar stoomenet",-1,"Negatif"
"862","mantap aplikasi iring fast respondsemangatterimakasih fast respond berik langgan",1,"Positif"
"2106","camat sungai bahar kabupaten muaro jambi mati lampusolusi rugi orang",-3,"Negatif"
"2363","usul mudahtoken prabayar cari token beli diinput meter listrik otomatis masuk praktiss salam",-1,"Negatif"
"2758","stimulus tokennya klaimdesember token klaim tanggal caricari alamat website whatsmobile mohon info",-1,"Negatif"
"2223","lapor tindaktulis selesai sala padam",-1,"Negatif"
"2151","kecewa lapor tanggapkait lapor",-3,"Negatif"
"1391","token lakujaraktugastelepon alhamdulillah selesai terima kasihjayarakyat indonesia",2,"Positif"
"332","bantu aplikasimobile mudah sampaganggu terima kasih layananya siiip",2,"Positif"
"2052","kali aplikasi riwayatterang selesai kerja nyata tugas rumah telfonkali tugas tulis ulas hitungtunggu tugas mohontingkat ayan customer nyaman listrik sekal",-1,"Negatif"
"1066","oranglihat geniuscarerespecpekerja kerassuaphox tujuniatmudah langgan mudah",0,"Positif"
"838","makaaih",0,"Positif"
"1751","usul mudahtoken prabayar cari token beli diinput meter listrik otomatis masuk praktiss salam",-1,"Negatif"
"443","bintang kasih kecewa pakai aplikasitoken bayar potong nomer tokenrugi costumer",1,"Positif"
"1660","ayan bagus orang ramah sombong cepat selesaiperkejaaanrapi pokok muas",-1,"Negatif"
"2394","daftar online pemasangan meter listrik pasang cipta korupsi calo kinerja buruk",-3,"Negatif"
"1188","salutmobile sekal lapor masalh langsung tangani baiksemoga komitmen layan masyarakt jaya",0,"Positif"
"1207","selamat soresaya laku transaksi beli pulsa listrikkali tanggal januarimobile nomor tokennya complain emailbalas mohon solusi terima kasib",5,"Positif"
"377","bantu stimulus kovid",1,"Positif"
"2153","parahplns karangtanggal mati lampu siangidupyg aneh mati semuatetangga mati listrik idupkan bayar aneh",-2,"Negatif"
"2934","aplikasi sekal keluh langsung direspon tangani terimakasih tugasjuos gandos",-1,"Negatif"
"1842","verifikasi akunkenapa gagal ambil foto ktpsampai verifikasi gagal thanks thanks proses verifikasi",-2,"Negatif"
"1861","semenjak hadir aplikasi masyarakat sigli ganti prabayar tunggak bedapaksa listrik prabayar",-2,"Negatif"
"1541","parahplns karangtanggal mati lampu siangidupyg aneh mati semuatetangga mati listrik idupkan bayar aneh",-2,"Negatif"
"2668","transaksi pakai baca gagal mulu",-2,"Negatif"
"2836","ayanburuk sekal mati alas kenal hidup arusrendah sekal mohon tingkat kualitaspelnggan rugi",-1,"Negatif"
"2522","simple mudah lapor listrik ribet kantor duduk santai tugas",-2,"Negatif"
"1277","terima kasih aplikasi bantu sekal",2,"Positif"
"2004","aduk ganggu meter muncul periksa tindak aplikasi paksa nelpon tarif pulsa lumayan mahal masyarakat kelas kayak kasih rating",-2,"Negatif"
"657","kalo bagus bintang",1,"Positif"
"901","masuk nomer meter tekan periksa data temu nomer meter masuk nyagmn",0,"Positif"
"2742","aplikasi bagus tolong ditambahin informasi pemakaianpemakaianinformasicatat tanggal pencatatn krosceck suai nilai buruk gawai catatutama terima kasih",-1,"Negatif"
"2445","penanganan lambat",-1,"Negatif"
"2715","installlapor kantor ayan suruh pulang lakulaporayan tindak tugaslapor pagi sore tindak lapor harap tugastanggap merespon cepatajuk",-3,"Negatif"
"1890","formalitas doang selesai",-2,"Negatif"
"2660","mati",-1,"Negatif"
"1854","terima kasih ayan cepat ganggu listrik rumah ditangani tugas lapor ganggu aplikasi bantu",-1,"Negatif"
"1409","tolong dikit dikit onlen listrik tolong kasih ayan bagus onlen lapor berangkat langsung antri butuh cepat tunggu onlen sekal listrik chiler kipas sanyo terang chargerteerimakasih",2,"Positif"
"2043","estimasi biaya ubah daya rumah tangga tarif bisnis usaha tokodari dayabisniswattbrp",-1,"Negatif"
"309","bagus skliii",0,"Positif"
"368","bantu respon cepat tahan tingkatsemangat",2,"Positif"
"2211","lapor ganggu ribetsering force close lapor tolong langgan ganggu mahal bayar ayan murah",-3,"Negatif"
"1499","verifikasi kagak pencet foto fotofoto",0,"Positif"
"307","bagus sekal mudah",0,"Positif"
"371","bantu sekal beli pulsa listrikslip token",2,"Positif"
"2731","aplikasi bantu langganmoga tugas fast respon terima lapor ganggu tolong cantum nomor tugas area tanggung ganggu listrik padam",-1,"Negatif"
"2587","lapor field history muncultitik wilayah muncul kotak warnatutuphistory mohon difix terinakasih",-1,"Negatif"
"1089","pemasangan lambat agentemailcall centerbalas scrippaham chat bayartunggu survey lapang lokasi suruh tunggu survey telepon paham chat berik proses sambung hitung kerja bayar kerja teknisi lokasiduluini lokasi luas jaring",3,"Positif"
"2789","selesai bidang unit langgan konfirmasiinformasi kait keluh sampa",-1,"Negatif"
"2233","cepattokenaplikasi buka sistem sibuk sistem sibuk buka bentar lihat saldomasuk sistem sibuk what kesel",-1,"Negatif"
"468","buyar tagihtaglist maret info bayar",0,"Positif"
"1757","meter tulis periksa pagi malam lapor lwatkalimalam respon sekal alhasil paksa warung tutup padam parah ayan",-5,"Negatif"
"53","amanahrengcikawaopacetbandung",0,"Positif"
"939","metode bayar sedia opsi mudah simple kartu kredit debit bankbank nasional",0,"Positif"
"1954","cukkkk nyusain orang jancokkkk aplikasi ghatak",-1,"Negatif"
"236","assalmualaikum mohon maafaplikasi download kagak bukadirootstandar",0,"Positif"
"2240","lapor meter prabayar tulis periksa layan pasword tugas ngisi tunggu tugas",-1,"Negatif"
"1276","terima kasih aplikasi bantu laku transaksi mudah hubungjayaterima kasih",2,"Positif"
"584","good aplikasi bantu bayar terimakasih",2,"Positif"
"1071","pakai apliksidrmhmati lmpu",0,"Positif"
"854","mantab okcuma sayang update",2,"Positif"
"2333","listrik habis beli token gagal mulu masuksolusi selesai selesai mata",-2,"Negatif"
"2629","masuk aplikasi daftar",-1,"Negatif"
"123","aplikasi bantu praktis informasi bantu konsumenpemasangan daya tagih listrikganggu",0,"Positif"
"2745","kecewa madam buka puasa imsak nyalareapon telepon lapor moga keluarga berik sehat sabar",-2,"Negatif"
"1717","susah sekal diupdatenya",-1,"Negatif"
"1511","vertivikasi akun daya",0,"Positif"
"1098","pengaduanebospdhl sore listrik padam",0,"Positif"
"1700","suruh udin download kawan hati sombong downloadmobile",-1,"Negatif"
"358","bantu mohon bantu bayarnomer virtual bank kode copy paste kalo ketik manual nomer",2,"Positif"
"1470","upgrade aplikasi verifikasi foto selfiebisapayahharusnya aplikasi telfon cating tugas langsungkaya gojek",0,"Positif"
"418","beli token listrikpln mobile langsung tampil hasilstatus transaksi putar transaksi hasiltombol manual ecek riwayat transaksi transaksi hasil mohon aplikasi",0,"Positif"
"1080","pasang provinsi sedia jawa timurjawa barat kesel update kali aplikasi",1,"Positif"
"497","cuman suruh telpon email cuman aplikasi bikin keselberes riwayat nyamalak habis pulsa telponkunjung mohon tingkat layan listrik langgan rusak",1,"Positif"
"1897","verifikasi lambat",-1,"Negatif"
"1919","lapor listrik padam sirkuit bakar tugas statusselesai mati lampu oakan busuk ikan oada matilapor kali tanggap",-4,"Negatif"
"743","langsung kasik bintangmobile ayan cepat terima kasihmobile",2,"Positif"
"2683","sekalmembantuapk jelasygbostransaksi kelihatanstrom token hilangsaya bayarhilang sajasaya coba hubung callcenterotomatis habis pulsa kapk sampahmakan gaji buta kausadis",-1,"Negatif"
"2805","thanksquick respon ulas menit ganti bintang saran apps perihal binding akun ewallet bentuk tutorial instal",-1,"Negatif"
"1705","lapor tindaktulis selesai sala padam",-1,"Negatif"
"1679","komplain tiang listrik beton pasang selesa",-1,"Negatif"
"1003","mohon maafkirimprosynya",0,"Positif"
"471","call centersolusi meter baca periksa bidang unit normal maksudcoba meter langganpulsa listrik mohon call center kembang aplikasicase untung langgan",1,"Positif"
"2120","aplikasi bagus sayang gawaiteknisiattitude buruk teknisi koordinasi lapor kali respontunggu lapor ulang aplikasi telpon langsung daerahresponnyanyata bentak batal laporanya numpuktelepon kecewa banget",-2,"Negatif"
"976","moga manfaat",1,"Positif"
"287","bagus banget aplikasi",1,"Positif"
"240","ayan bagustingkat masyarakat layan maksimal",0,"Positif"
"2134","mantapcepat tanggap keluh masyarakat langsung ditanganiterima kasihmoga muas langgan",-1,"Negatif"
"44","alhamdulillah sukses progam belanja alat elektronik daya proses pasang cepat langsung pasang aplikasi mohon tingkatkanaa",2,"Positif"
"1436","trimakasih langsung respon keluh cepat sehatramah",0,"Positif"
"2546","mending hapus playstore aplikasiluncur",-1,"Negatif"
"90","aplikasi bagus sayang sambung linkaja",1,"Positif"
"1373","tingkat menu bayar link bayarmobile muncul eror tarik saldo link gagal saldo link",0,"Positif"
"985","moga valid",1,"Positif"
"376","bantu stimulus covidklaim bantu",2,"Positif"
"2264","lapor field history muncultitik wilayah muncul kotak warnatutuphistory mohon difix terinakasih",-1,"Negatif"
"591","goodjob tanggap",0,"Positif"
"532","dptkn listrik gratis msukn muncul",1,"Positif"
"944","mindiapakaah rubahmeter pascabayarmeter prabayar",0,"Positif"
"1233","stabil harga listrik rumahstabil harga token tinggatkan kualitas keperayaanmobile termakasih",2,"Positif"
"1653","biaya dayakeva omlistrik dirumh mati masak nasi",-1,"Negatif"
"991","mohon fitur eksisting grafikaplikasi hadir monitor pemakaian overallgood",1,"Positif"
"485","chek gratischekdsruh unduh aplikasiunduh transaksi gagalidiple masuk chek gratis",1,"Positif"
"2044","system aplikasikacau data orang tagih listrik gunungsalah beritahukan aman system mudah akun nomer nomer meter email aneh sekal aplikasi systemnya pikir sungguh kacau negararugi listrik",-2,"Negatif"
"2608","laporkali kaliditanganilaporan pakai aplikasi keteranganny proses selsai ditangani sekal tugas rating rubahyg sebelumnyperbaikansetelah keluh ditanganipenjelasanpelyanan",-1,"Negatif"
"400","bayar struknya hilang cari nomor struk hilangrusak",0,"Positif"
"1612","hujan angin layan wajarganggu tugas ramah terimakasih layananan batas",-1,"Negatif"
"2374","aplikasi bantu lapor keluhtoken kali tindak sekal selesai doang rumah",-3,"Negatif"
"1903","terang listrik ubah daya lihat history upgrade akun upgrade ubah inti update ribet sulit konsumen mending balikin aplikasi simple mudah paham",-2,"Negatif"
"712","keywordmunculmeter",0,"Positif"
"571","gagal swacam salahidpel manfaat fitur internet murah",1,"Positif"
"974","moga kendalatoken kemarin kendala bayar hasil token laportoken trimakasihmoga aplikasi",0,"Positif"
"454","blan april",0,"Positif"
"2906","batu sisih data idpel copy paste ribet",-1,"Negatif"
"1049","ngdwnload dftrbuka dftr ulang idpellago vtsfksi",0,"Positif"
"239","ayan bagus mudah langgan cepat muas",1,"Positif"
"2635","terimakasih bantu cari informasi sampa keluh langgan",-2,"Negatif"
"533","dukung aplikasi bantu konsumen butuh keluh listrik",0,"Positif"
"779","listrik padam bikin lapor aplikasitrus tugas regu laporlistrikselesaipadahal nyata padam listrik",0,"Positif"
"2697","rumah kosong pakai listrikkayak lampubayar mahal rumah tempatinlistrikpakai kayak lampu mesinmesin cucibikin aneh rumah pakai listrikbayarmahal",-4,"Negatif"
"1020","muas tampil tarifmobile",0,"Positif"
"1695","menu merubahedit data hasil ubah data buruk",-1,"Negatif"
"2448","fungsi swacam foto meter tanggal february ttpi htungan tagih angka meter tanggal february swacambrguna buang kuota",-1,"Negatif"
"2862","lengkap kota kabupaten",-1,"Negatif"
"607","hasil bayar",1,"Positif"
"169","aplikasi mantap bantu mohon tingkatmetermeter terima kasih",3,"Positif"
"2114","enakpraktis subsidi kena dampak korona orang orang tolong berlaku adil",-2,"Negatif"
"143","aplikasi force close verify profileandroid octa core spec",0,"Positif"
"2102","aplikasi merespon keluh konsumen status lapor tugas regu jalan kerja selesai tugasmobile",-2,"Negatif"
"1694","aplikasi eror",-1,"Negatif"
"68","aplikasi bagus bantu langgan kait listriksaran fitur masuklanggan kantor kebun tagih listrik bayar kantor catat tagih pemakaian kwhnya terima kasih",2,"Positif"
"86","aplikasi bagus pokok luarbiasa sukses",1,"Positif"
"580","ganti nomor handphone muncul terang nomor telepon daftar rumit akun aplikasi bintang kalo penanganan terimakasihmobile",2,"Positif"
"375","bantu sekal layan lapor info",0,"Positif"
"12","aktifin linknomor daftar coba nomor nomor daftar bikin aplikasi rilis rilismending sistemdulujangan gembor iklan manis nyata",2,"Positif"
"2081","aplikasi sibuk error tolong",-1,"Negatif"
"1243","subsidi listrik rumah subsidi pemerintahperbanyak promonya",1,"Positif"
"1870","masuk nomer meter listrik daftarnomer meter listrikdipencarian daftar",-1,"Negatif"
"1509","versi versi",0,"Positif"
"2929","bingung sekal aplikasi daftar alas nomor email jujur bingung konfirmasi kait data pribadi",-2,"Negatif"
"2607","ampas listrik mati lapor listrik mati claim nyala daerahjalur jalur nyala lancar mati bosan lapor",-7,"Negatif"
"1185","salam rayo muara bulian kinerja padam lampu tiada sungguhvisi misipadam hayat",1,"Positif"
"845","manfaat moga meter gratis",2,"Positif"
"1054","nomor aplikasi",1,"Positif"
"2778","aplikasi sibuk error tolong",-1,"Negatif"
"2488","meter tulis eror",-2,"Negatif"
"1569","aplikasi bagus asih info riwayat beli token ecek tagih listrik moga update info lengkap",-2,"Negatif"
"2169","kecewa aplikasi lokasi pemilahan unitdisuruh hubung",-1,"Negatif"
"1779","mohon maaf lapor bibik sabtu maret aplikasibibik pakai android hubungkirim nomer bibik aprilmerespon hubung merespon mohon ayan maksimal listrik rumah bibik ganggu trimakasih",-2,"Negatif"
"2208","proses bayarbayar aplikasi kecewa aplikasi batalrubah batalaplikasi icon batalsekal kesankayak pemaksaan coba",-2,"Negatif"
"1028","mudah berfunsi",0,"Positif"
"147","aplikasi kasih rating terima nelpon customer ubah ratingnya kotjakmadam listrik tanggepi maksimal rating",1,"Positif"
"31","alhamdulillah aplikasi",1,"Positif"
"1647","hujan angin layan wajarganggu tugas ramah terimakasih layananan batas",-1,"Negatif"
"7","ajuk ubah daya",0,"Positif"
"13","aktivasi linkaja nomor telepon",1,"Positif"
"685","kasih rating aplikasimobilelengkap timbul nama propinsimohon pasang sulit nenggunakan aplikasi",0,"Positif"
"126","aplikasi bantu sekal terimakasih",1,"Positif"
"1965","aplikasi bagus batas aplikasi implemetasi ayan realalami ganggu padam listrik tetangga kiri kanan nyala pakai meter tokenprabayar laporaplikasi catat kitaraneh riwayattulis lapor listrik rumah nyala menit laporpenanganan sekal",-4,"Negatif"
"1778","errorsaat lapor keluhangangguan",-1,"Negatif"
"462","buka update",0,"Positif"
"2824","server error",-1,"Negatif"
"1997","fiturnomor meter putar aplikasisalah aduh",-1,"Negatif"
"2087","aplikasi tugas lamban",-1,"Negatif"
"1593","aplikasibagustapi teknisi volltase drop vudah blanlamalama peraltan elektronik rumah rusak",-2,"Negatif"
"1309","terima kasihmanfaat orang maafcoba info",0,"Positif"
"2632","uptade cari grariss tokensangtt menyeballuptade",-1,"Negatif"
"348","bantu kalo listrik padam lapor info tagihkalo listrik padam lapor tunggu lapor kalo ptgs buka lowong kerja",0,"Positif"
"775","listri prabayar subsidi gratisbiyar mudah nurhaya chandracom",1,"Positif"
"1581","saranmobile laku chating online langgan sulit ganggulanggan lapor ganggu tampil progres apajika ganggulisttik padamterima kasih improvemobile",-2,"Negatif"
"933","meter temu aplikasi",0,"Positif"
"931","meter errorpulsa lapor ganggu ditindaklanjutimobilemeter normal terima kasihcilegon moga ayan tingkat",0,"Positif"
"836","maju pantang mundur terang sabang merauke",1,"Positif"
"1921","ambil foto galeri lupa posisi rumah foto meter tetangga foto hasil foto kirim",-2,"Negatif"
"551","fitur catat meter",1,"Positif"
"1368","tindakminggu respon",0,"Positif"
"1888","masuk gagal update jelek appnya",-2,"Negatif"
"2168","status selesa nyala tugas ecek telepon kali pakai aplikasi tindak tolong tindak rumah padam",-3,"Negatif"
"1638","ganggu tunggucepat",-1,"Negatif"
"1050","ngeclose laporkirimmadamclose tolong monitor",0,"Positif"
"2840","aplikasi tugas error lapor kerja selesai nyala heiiipln nyala",-1,"Negatif"
"1462","upgrade akun ambil foto gambar tampil layar suai resulusi asli gambar gepeng normalandroid",0,"Positif"
"2110","komplain tiang listrik beton pasang selesa",-1,"Negatif"
"1765","terimakasih pelayanannyalistrik rumah nyala lagiberkat tugas dtang memperbaikinyasemoga kinerja kedepannyakritik saran tugas ayan service profesional disiplin jalan tugasnyadan tanggung hasil pekerjaannyaseblumnya maaf sdhx hubung langsung kantor plnuntuk layan",-1,"Negatif"
"632","installecek saldo token meter bulak lihat aplikasifungsi sekal lihat sisa saldo tokenmohon",0,"Positif"
"893","mantsp",0,"Positif"
"1221","siiiiiiiippppppppppppp ayan bagus banget lapor langsung",0,"Positif"
"33","alhamdulillah bantu",2,"Positif"
"1522","kali prosedur atur sedia aplikasi milik bumn",-1,"Negatif"
"2911","bingung sekal aplikasi daftar alas nomor email jujur bingung konfirmasi kait data pribadi",-2,"Negatif"
"716","klar mslahny",0,"Positif"
"103","aplikasi bagustapi sayang smulasi daya mohon trimksh",1,"Positif"
"1764","kali prosedur atur sedia aplikasi milik bumn",-1,"Negatif"
"1814","detail aplikasi terdahulusetelah update info pemeliharaan adajadi salah langgan lampu padam komplainklo andai info pemeliharaanversi langgankomplain tidakitu masuk sayamohon",-1,"Negatif"
"268","ayan stabil pasca badai seroja terima kasih pahlawan",2,"Positif"
"1724","update jelek susah masuklangganriwayat transaksi",-2,"Negatif"
"1759","listrik habis beli token gagal mulu masuksolusi selesai selesai mata",-2,"Negatif"
"790","live chat fungsi form chatnya menit tinggalanggap aktif ulangnyata fungsi hehemaju",3,"Positif"
"1506","verify akun fotokenaapliksi",0,"Positif"
"994","mohon info menukirim",0,"Positif"
"2016","aplikasi sibuk error tolong",-1,"Negatif"
"754","layan ganggu cepat tangani terima kasih",1,"Positif"
"1665","lapor ganggu mudahbeli token byar listrik mudahkirim angka meter mudahtambah daya main mudahtoppaplikasi",-3,"Negatif"
"1884","aplikasi tugas error lapor kerja selesai nyala heiiipln nyala",-1,"Negatif"
"2161","pakai aplikasi lapor kendala kait rusak fast respon",-3,"Negatif"
"934","metode bayar bayar bank fintech verifikasididatabaseupload dihack disalahgunakan",1,"Positif"
"1129","prosesdaya mudah",0,"Positif"
"1553","matab ayan kali meter token komplain menufast respon langsung telepon tugas terimakasih",-1,"Negatif"
"2904","token situ tulis periksatoken nelp orangpencetkosong",-1,"Negatif"
"641","jaring intertet lemah",0,"Positif"
"1871","aplikasiaplikasi jelek",-1,"Negatif"
"594","habis update masuk",0,"Positif"
"283","bagus aplikasinyamembantu sekal",0,"Positif"
"1730","tmpat sring mati harisya kasih bntang kalonormal mati kalo kndalakalo sdang pemeliharaan listrik kasih bntang",-2,"Negatif"
