"","text","score","sentiment"
"602","aplikasi bagus sayang gawaiteknisiattitude buruk teknisi koordinasi lapor kali respontunggu lapor ulang aplikasi telpon langsung daerahresponnyanyata bentak batal laporanya numpuktelepon kecewa banget",-2,"Negatif"
"603","coba kali pakai aplikasimobile ganggu listrik rumah lapor direspontelepon tugas lapor tugas langsung listrik sala terima kasih",-3,"Negatif"
"604","harapane mudah diakseskenyataanya lapor ganggu gagallaporan dibuatkalau lapor otomatis penanganan ganggu terlaksanasemetara butuh ayan cepat akses mudahpln mobile solusi bikin frustasi",-2,"Negatif"
"605","notif beli token hasil notif beli token gagal ngapa",-1,"Negatif"
"606","jelek",-1,"Negatif"
"607","daftarloginaneh email mulu daftar sekal aneh sumpah aneh",-2,"Negatif"
"608","riwayat transaksi beli token akses butuh catat buku",-1,"Negatif"
"609","verifikasi lambat",-1,"Negatif"
"610","lengkap kota kabupaten",-1,"Negatif"
"611","aplikasi bantu rumah mati lampu pagilapor tanggapmalam",-1,"Negatif"
"612","selasa januari kemarin lapor kabel rumah putus alhamdulillah ditangani baiklistrik rumah tetangga sala lagitapi malam tetangga sadar tegang turun paham istilahnyaberulang kali lampu redup terang redup pagi lapor tanggap malam",-6,"Negatif"
"613","keren aplikasi menit lapor selesai tindak",-1,"Negatif"
"614","susah daftar",-2,"Negatif"
"615","bingung sekal aplikasi daftar alas nomor email jujur bingung konfirmasi kait data pribadi",-2,"Negatif"
"616","mantapcepat tanggap keluh masyarakat langsung ditanganiterima kasihmoga muas langgan",-1,"Negatif"
"617","butuh sempurna lapor langgan area langsung hubung layan area",-1,"Negatif"
"618","terimakasihmobileanda bantu kamiuntuk lapor kalo ganggu listrik tmpat",-1,"Negatif"
"619","lengkap stand meter stand meter",-1,"Negatif"
"620","simpel kemarin riwayat pemakaian hilang kemarin grafik pemakaian suka",-1,"Negatif"
"621","kecewa desa tegang listrik anjlok miteran meter operlod miteran lampu",-3,"Negatif"
"622","tindak cepat notifikasi kirim regu hilang lapor harapkoneksi nomer whatsapp sedia room chat customer ayancepat ayanganggu",-2,"Negatif"
"623","buruk",-1,"Negatif"
"624","tolong tertib tugas nakal mengantimeteran listrikgartis pumutan biaya takut orang awambandar lampung kalo bayar katak bayar kalo suaipusat bayak rumah umpama ribu bayanganti metergantipandemi kayak cari ring beban trimaksi",-2,"Negatif"
"625","mohon maaf layanribet kantorcabang sumenep lapor ganggu listrik rumah satpam bilang lapor layan aplikasimobile pulang hasil coba downloadmobile lapor aplikasi nyata sedia daerah coba nelpon layantanggap pulsa habis trnyta reformasi",-2,"Negatif"
"626","pakai aplikasimeng hubung langsun keluh mlammalampagi tindakkeluh lampu padam bangun meter lokasi tinggal lampu padamdi tetanggabirman lampumalam nyala",-1,"Negatif"
"627","upgrade ribet rumit aplikasi",-1,"Negatif"
"628","suruh update susah update",-1,"Negatif"
"629","lihat komen roby milda arti kinerjakeluh tumpuk konsumen bentak saran tugas suruh batal keluh ayan publik takjub konsumen bayar telat denda pasca bayar gilir keluh telat kerjadenda merdeka",-3,"Negatif"
"630","daftar email daftarlupa password masuk masuk verifikasi",-1,"Negatif"
"631","bayar listrik kalo mati lampu mati lampu gilir bayar suruh cepatbayar mati lampu",-1,"Negatif"
"632","mutuerrorr alir padam nyala msti laporkasih kodedah msti tunggujamudah ngeluhsuruh ganti penjelasanudah lapor kode lapor kodedan kemarin alir kali tunggukodesampe pusing bolak nelponyg bocor arus listrik mahalpadahalbuangrusak kalingeselin banget",-4,"Negatif"
"633","kecewa lapor tanggapkait lapor",-3,"Negatif"
"634","terimah kasihsukaramelapor informasi menit kabar tugasmantab terimah kasih layan",-1,"Negatif"
"635","parahplns karangtanggal mati lampu siangidupyg aneh mati semuatetangga mati listrik idupkan bayar aneh",-2,"Negatif"
"636","daftar verivikasi status proses yahemnktrimanya",-1,"Negatif"
"637","akurat lapor tetang padamlistrik aplikasi sala nyala",-1,"Negatif"
"638","halopasangkabeltiang besi batang total biaya penawaran biayabiaya",-1,"Negatif"
"639","terimakasih bantu cari informasi sampa keluh langgan",-2,"Negatif"
"640","ayan buruk mati lampu alas minggu mati lampu mati lampu aneh bayar bengkak aneh kecewa",-5,"Negatif"
"641","suka sekal aplikasi orang bodoh mudah menghunakan aplikasiterimakasih sekal semuasiapapun aplikasi",-2,"Negatif"
"642","upgrade akun ambil gambar kamera klik mohon aplikasi diupdet maret suruh update",-1,"Negatif"
"643","pakai aplikasi lapor kendala kait rusak fast respon",-3,"Negatif"
"644","simulasi hitung beli tokencetak invoice stand meter",-1,"Negatif"
"645","ubah nomoralas daftar masuk nomor kalo lapor ganggu data langgan tugas ubung",-2,"Negatif"
"646","jelek bintangkasih bintang aplikasi tanggap sekal lapor ganggu",-2,"Negatif"
"647","klikmuncul jenis ganggu",-1,"Negatif"
"648","ganggu listrik aplikasi kirim puluh kali gagal",-2,"Negatif"
"649","buruk error",-2,"Negatif"
"650","status selesa nyala tugas ecek telepon kali pakai aplikasi tindak tolong tindak rumah padam",-3,"Negatif"
"651","kecewa aplikasi lokasi pemilahan unitdisuruh hubung",-1,"Negatif"
"652","estimasi biaya ubah daya rumah tangga tarif bisnis usaha tokodari dayabisniswattbrp",-1,"Negatif"
"653","ayan buruk",-1,"Negatif"
"654","mantabklau sring mati listrikdan randublatungada stroomnetinternet biarantab",-1,"Negatif"
"655","desa kemaduh mati lampu rumah rtrwskrank",-2,"Negatif"
"656","errorsaat lapor keluhangangguan",-1,"Negatif"
"657","lapor listrik padam sirkuit bakar tugas statusselesai mati lampu oakan busuk ikan oada matilapor kali tanggap",-4,"Negatif"
"658","susah verifikasi",-1,"Negatif"
"659","susah verifikasi akunpadahal gambarfokustpi",-1,"Negatif"
"660","notifikasi beli token hasil kadang notifikasi beli token gagal ulang laku transaksi tolong beneri curiga",-2,"Negatif"
"661","mending hapus playstore aplikasiluncur",-1,"Negatif"
"662","hancur parah ayan jelek lelet",-4,"Negatif"
"663","penangananrespon jelek",-1,"Negatif"
"664","lapor ganggu ribetsering force close lapor tolong langgan ganggu mahal bayar ayan murah",-3,"Negatif"
"665","suai maksud tolong aplikasi lambat",-1,"Negatif"
"666","mohon maaf layanribet kantorcabang sumenep lapor ganggu listrik rumah satpam bilang lapor layan aplikasimobile pulang hasil coba downloadmobile lapor aplikasi nyata sedia daerah coba nelpon layantanggap pulsa habis trnyta reformasi",-2,"Negatif"
"667","halopasangkabeltiang besi batang total biaya penawaran biayabiaya",-1,"Negatif"
"668","malamtugas listrik entar malam buru mati",-1,"Negatif"
"669","date aplikasimobile gilir klik update mesti update",-1,"Negatif"
"670","upgrade akun banget prosestolaklanggan beda burek mata baca",-1,"Negatif"
"671","transaksi pakai baca gagal mulu",-2,"Negatif"
"672","matab ayan kali meter token komplain menufast respon langsung telepon tugas terimakasih",-1,"Negatif"
"673","mudah lapor ganggu info padam",-2,"Negatif"
"674","coba disiplin tugas lapanganada keluh ganggu laportugas lokasi statusselesai",-2,"Negatif"
"675","mutuerrorr alir padam nyala msti laporkasih kodedah msti tunggujamudah ngeluhsuruh ganti penjelasanudah lapor kode lapor kodedan kemarin alir kali tunggukodesampe pusing bolak nelponyg bocor arus listrik mahalpadahalbuangrusak kalingeselin banget",-4,"Negatif"
"676","urusmeter hilang lupalangganpindah rumah tinggal",-2,"Negatif"
"677","cekat butuh buru dkerjakan meter karyawancekat buru dkerjakan lempar cari orang alasstok kosong jaga malam bagus langsung shift pagingeselinnnsore astaghfirullah alazim tolong giat kerja",-5,"Negatif"
"678","lapor ditindaklanjuti lapang dinyatan selesai hadeeeuuhh tolong tindak mafia pasang listrik wilayah ngawi biaya pasang watt sbsrribu dlapangan biaya ribu lagidah lapor tindakparahhhh",-2,"Negatif"
"679","real kaya hasil lapor ganggusuai lapangandi status lapor nyala selesai lapang padam",-1,"Negatif"
"680","mohon maaf lapor ganggu listrik padam pakai aplikasi status lapor selesai nyalapadahal sekal tugas",-2,"Negatif"
"681","install langsung daftarkolom daftar klik tombol daftarpasswordsuai atur gabung huruf huruf angka karakter spesial tombol daftar klik",-5,"Negatif"
"682","notif beli token hasil notif beli token gagal ngapa",-1,"Negatif"
"683","aplikasi bagus asih info riwayat beli token ecek tagih listrik moga update info lengkap",-2,"Negatif"
"684","lapor listrik padam sirkuit bakar tugas statusselesai mati lampu oakan busuk ikan oada matilapor kali tanggap",-4,"Negatif"
"685","aplikasi tugas error lapor kerja selesai nyala heiiipln nyala",-1,"Negatif"
"686","bikin laporstasusnya selesai kabel putus tempel selokan",-1,"Negatif"
"687","aplikasi bohong",-1,"Negatif"
"688","thanks aplikasi bantu mudahminggu listrik rumah drop bingung lapor kantorlaporayan tutup berkat aplikasi lapor ganggu listrik rumah menit tugas langsung meresponmenit tugas rumah fast responmalam thank",-6,"Negatif"
"689","aplikasi bagus tolong ditambahin informasi pemakaianpemakaianinformasicatat tanggal pencatatn krosceck suai nilai buruk gawai catatutama terima kasih",-1,"Negatif"
"690","proses bayarbayar aplikasi kecewa aplikasi batalrubah batalaplikasi icon batalsekal kesankayak pemaksaan coba",-2,"Negatif"
"691","aplikasi manfaat foto meter listrik lainlain salah info tagih diulangulang notifikasi info tagih selisih menit mohon terima kasih",-1,"Negatif"
"692","butuh token stimulus gagal pakai discount sekal",-1,"Negatif"
"693","lapor ganggu ribetsering force close lapor tolong langgan ganggu mahal bayar ayan murah",-3,"Negatif"
"694","mohon maafsaya lapor ayan kantordemang lebar daun palembangtapi trma kasih dlayanin satpam baiktpi kecewa ketemu karyawantunggu menunggusemoga ayanmasyarakat",-2,"Negatif"
"695","ayaninstalasi jalan lapor tindak tera selesaipdhal orangkalo lapor kena meter jalan salah lapor tindak",-8,"Negatif"
"696","aplikasi bagus prlayanannya muas wilayah jatibarangindramayuteknisinya lambat masalh ganggu padam listrik",-2,"Negatif"
"697","tindak cepat notifikasi kirim regu hilang lapor harapkoneksi nomer whatsapp sedia room chat customer ayancepat ayanganggu",-2,"Negatif"
"698","lambat sekal ayan kurg muas",-1,"Negatif"
"699","invoice lengkap update masuk pakai lupa password masuk rubah full servis fiturriwayat pemakaian tanggal bayarlunas versi overall bagus",-2,"Negatif"
"700","meter susahtoken tulis periksa",-1,"Negatif"
"701","buruk",-1,"Negatif"
"702","dtelpon call center tanggap lwat aplikasi dungu",-1,"Negatif"
"703","ayankecewa hubung ganggu rusak listrik rumahbilang hubung rumah noantrian ticket hasil tungguhubung",-3,"Negatif"
"704","aplikasi bantu tagih madam listrik progress jaring rusak benah payment sistem saldo ecommerce problem urus terimakasih",-1,"Negatif"
"705","lapor tindaktulis selesai sala padam",-1,"Negatif"
"706","kovid gagal cobanamtibintamya",-1,"Negatif"
"707","batu sisih data idpel copy paste ribet",-1,"Negatif"
"708","date aplikasimobile gilir klik update mesti update",-1,"Negatif"
"709","sekalmembantuapk jelasygbostransaksi kelihatanstrom token hilangsaya bayarhilang sajasaya coba hubung callcenterotomatis habis pulsa kapk sampahmakan gaji buta kausadis",-1,"Negatif"
"710","mobile bantu mudah langgan ecek bayar tagih listrik lapor ganggu",-1,"Negatif"
"711","foto selfi gelap",-1,"Negatif"
"712","kadang ganggu slesai aplikasi sudahbdi nayatakan nyala slesai fakta ganggu",-1,"Negatif"
"713","aplikasi bagus mudah langgan informasi putar listrik",-1,"Negatif"
"714","tanggap lampu rumah mati tokenpulsa gara gara meteranya tulis periksa teus asli kecewa banget",-3,"Negatif"
"715","cepattokenaplikasi buka sistem sibuk sistem sibuk buka bentar lihat saldomasuk sistem sibuk what kesel",-1,"Negatif"
"716","mohon maaf layanribet kantorcabang sumenep lapor ganggu listrik rumah satpam bilang lapor layan aplikasimobile pulang hasil coba downloadmobile lapor aplikasi nyata sedia daerah coba nelpon layantanggap pulsa habis trnyta reformasi",-2,"Negatif"
"717","aplikasi mudah cari informasi kenaaplikasi bantu laku pembayaranpengaduan dllterimakasih",-1,"Negatif"
"718","sandi gagal mohon biar",-1,"Negatif"
"719","meter tulis periksa pagi malam lapor lwatkalimalam respon sekal alhasil paksa warung tutup padam parah ayan",-5,"Negatif"
"720","aplikasi sibuk error tolong",-1,"Negatif"
"721","lapor ditindaklanjuti lapang dinyatan selesai hadeeeuuhh tolong tindak mafia pasang listrik wilayah ngawi biaya pasang watt sbsrribu dlapangan biaya ribu lagidah lapor tindakparahhhh",-2,"Negatif"
"722","lapor meter prabayar tulis periksa layan pasword tugas ngisi tunggu tugas",-1,"Negatif"
"723","susah registrasimeteran susahdesak listrikklo maximal onlinesediakan lapor offline biar memilihini darurat coba",-3,"Negatif"
"724","desa kemaduh mati lampu rumah rtrwskrank",-2,"Negatif"
"725","notifikasi beli token hasil kadang notifikasi beli token gagal ulang laku transaksi tolong beneri curiga",-2,"Negatif"
"726","ditambahin informasi pemakaian meter",-1,"Negatif"
"727","catat tagih listrik kemarin",-1,"Negatif"
"728","aplikasilumayan kinerja teknisibohong mbuat lapor aplikasi listrik nyala tulis nyala bohong tumbuh bibit koruptor",-2,"Negatif"
"729","bagus notifikasi ganggu jaring daerah daftar akun klik kosong",-4,"Negatif"
"730","aplikasi sampah ganggu muli",-2,"Negatif"
"731","aplikasi bagusdaerah nyata notif otomatis moga stroomnet mengcover daerah daftar langsung aplikasi usul poin transaksiaplikasimobile tukar token voucher undi",-1,"Negatif"
"732","ribetkontak mnentu apliksi eror susah",-2,"Negatif"
"733","lapormobile tugas nakal lapor kerja selesai tugas cobamobile laku telfon langsung langgan verifikasijaring listrik",-1,"Negatif"
"734","ampas listrik mati lapor listrik mati claim nyala daerahjalur jalur nyala lancar mati bosan lapor",-7,"Negatif"
"735","diupdate muncul idpel daftar masukselesa tugas close state selesai",-1,"Negatif"
"736","parah dbiaya admindni aplikasiadmind sgalaparahnya aplikasi murahadmindnyemending pakai aplikasi dach",-1,"Negatif"
"737","beli token link gagal grafik pemakaian hilang simulasi pasang hilang proses pasang",-3,"Negatif"
"738","jaga amanahapapun konsekuensinyakarena konsumen denda telat bayar lupa uangdlltp madammitigasi resiko konsumen",-1,"Negatif"
"739","kecewa layan plnkwhtoken lapor kantor tanganisaya lapor jumat tugassangatkecewa",-3,"Negatif"
"740","aplikasi langgan nyaman lapor kehandalan listrik",-1,"Negatif"
"741","lemot ayanlaporin gangguonlinelinelemot rumah kantor",-2,"Negatif"
"742","ayan listrik jambi khusus sungai bahar buruk",-1,"Negatif"
"743","ayan buruk",-1,"Negatif"
"744","senangmobile rusak ganggu tugas langsung cepat tanggap tingkatbiar lengkap fiturnya terima kasih",-1,"Negatif"
"745","aplikasix lihat sisa tokenpulsaandroin mencitnyata kecewa",-1,"Negatif"
"746","lapor field history muncultitik wilayah muncul kotak warnatutuphistory mohon difix terinakasih",-1,"Negatif"
"747","penanganan bagus tugas lapanganannya hujan angin main mati listrik padam pagi sahur hidup kayak penangannyatolong nang madam itukatax pltu padam trsapalagi puasa padam malamtugas orang terawehtadarustolongpenanganannya tugas lapang ituterimakasih",-1,"Negatif"
"748","ditambahin informasi pemakaian meter",-1,"Negatif"
"749","erti keluh masyarakat",-1,"Negatif"
"750","eror",-1,"Negatif"
"751","coba komen orang bagus moga",-1,"Negatif"
"752","sisa pulsarealtime fiturpulsa informasi tampillangganslow respon",-1,"Negatif"
"753","ayaninstalasi jalan lapor tindak tera selesaipdhal orangkalo lapor kena meter jalan salah lapor tindak",-8,"Negatif"
"754","server error",-1,"Negatif"
"755","verifikasi lambat",-1,"Negatif"
"756","fast respon ganggu rugidownload aplikasimobileinstallinstall aplikasi",-1,"Negatif"
"757","sambung listrik rumah putus cantol truk alhasil kabel aktif telgletak tanah pejal kaki orang meintas telpon kali tugas sambung takut denda",-3,"Negatif"
"758","aplikasi buruk sesuaitiap login",-1,"Negatif"
"759","eror bugnyaduit tinggal pilihpintarngirit layan masyarakat",-1,"Negatif"
"760","ribet lihat transaksi beli token payah",-2,"Negatif"
"761","kinerja lambat tugas tanggap lapor kait",-2,"Negatif"
"762","mati lampu nyalatindak",-1,"Negatif"
"763","tolong cantum angka meter posisi catat kontrol dusta masyarakat bayar tagih pemakaianwajib layan nikmat nikmat hasil masyarakat",-1,"Negatif"
"764","enakpraktis subsidi kena dampak korona orang orang tolong berlaku adil",-2,"Negatif"
"765","update komplen madam lokasi gagal temu",-1,"Negatif"
"766","buruk sekal",-1,"Negatif"
"767","real kaya hasil lapor ganggusuai lapangandi status lapor nyala selesai lapang padam",-1,"Negatif"
"768","selasa januari kemarin lapor kabel rumah putus alhamdulillah ditangani baiklistrik rumah tetangga sala lagitapi malam tetangga sadar tegang turun paham istilahnyaberulang kali lampu redup terang redup pagi lapor tanggap malam",-6,"Negatif"
"769","penanganan lambat",-1,"Negatif"
"770","susah daftar masuk",-2,"Negatif"
"771","tindak cepat notifikasi kirim regu hilang lapor harapkoneksi nomer whatsapp sedia room chat customer ayancepat ayanganggu",-2,"Negatif"
"772","terimakasih pelayanannyalistrik rumah nyala lagiberkat tugas dtang memperbaikinyasemoga kinerja kedepannyakritik saran tugas ayan service profesional disiplin jalan tugasnyadan tanggung hasil pekerjaannyaseblumnya maaf sdhx hubung langsung kantor plnuntuk layan",-1,"Negatif"
"773","mantapkalau fast respon feedbacknya tindak sekedar suggestionsetiaplapor masyarakatkalau clear tolong feedbackclearthanksemoga jayamantap ntuk layan masyarakat",-1,"Negatif"
"774","transaksi pakai baca gagal mulu",-2,"Negatif"
"775","dtelpon call center tanggap lwat aplikasi dungu",-1,"Negatif"
"776","mati lampu kali lapor sekal timbal balikx",-2,"Negatif"
"777","aplikasi bagus sayang gawaiteknisiattitude buruk teknisi koordinasi lapor kali respontunggu lapor ulang aplikasi telpon langsung daerahresponnyanyata bentak batal laporanya numpuktelepon kecewa banget",-2,"Negatif"
"778","daftar",-1,"Negatif"
"779","beli token gagal",-1,"Negatif"
"780","susah daftarmobile inipadahal penuh kriteria indak",-1,"Negatif"
"781","lelet",-1,"Negatif"
"782","pindah rumahnah meter listrik rumah hilang struk nomer meter",-2,"Negatif"
"783","masukakun daftar tera daftar",-2,"Negatif"
"784","aplikasilumayan kinerja teknisibohong mbuat lapor aplikasi listrik nyala tulis nyala bohong tumbuh bibit koruptor",-2,"Negatif"
"785","formalitas doang selesai",-2,"Negatif"
"786","lapor keluhselesai ghoib",-1,"Negatif"
"787","mati lampu nyalatindak",-1,"Negatif"
"788","lapor listrik padam sirkuit bakar tugas statusselesai mati lampu oakan busuk ikan oada matilapor kali tanggap",-4,"Negatif"
"789","camat sungai bahar kabupaten muaro jambi mati lampusolusi rugi orang",-3,"Negatif"
"790","jelek bintangkasih bintang aplikasi tanggap sekal lapor ganggu",-2,"Negatif"
"791","susah registrasimeteran susahdesak listrikklo maximal onlinesediakan lapor offline biar memilihini darurat coba",-3,"Negatif"
"792","lapor keluh rusak kali sekal tugas kali lapor hitung menit status ubah nyala tugas daerah kabupaten banjar kalsel",-5,"Negatif"
"793","ganggu listrik aplikasi kirim puluh kali gagal",-2,"Negatif"
"794","jaga amanahapapun konsekuensinyakarena konsumen denda telat bayar lupa uangdlltp madammitigasi resiko konsumen",-1,"Negatif"
"795","keluhanmya meter eror susahg klik send",-2,"Negatif"
"796","ganggu listrik aplikasi kirim puluh kali gagal",-2,"Negatif"
"797","kadang ganggu slesai aplikasi sudahbdi nayatakan nyala slesai fakta ganggu",-1,"Negatif"
"798","chatloadng lemot mohon",-1,"Negatif"
"799","coba komen orang bagus moga",-1,"Negatif"
"800","jaga amanahapapun konsekuensinyakarena konsumen denda telat bayar lupa uangdlltp madammitigasi resiko konsumen",-1,"Negatif"
"801","mobile bantu mudah langgan ecek bayar tagih listrik lapor ganggu",-1,"Negatif"
"802","lengkap stand meter stand meter",-1,"Negatif"
"803","live chat eror jaring stabil putus mending aplikasikecewa beli token hasil kode",-1,"Negatif"
"804","salah catat angka meter angka menu hapusphoto input ulang mohon info",-1,"Negatif"
"805","nama online gilir komplin komplain suruh kantor suai unit layan konsumenanak remaja ribet",-2,"Negatif"
"806","sisa pulsarealtime fiturpulsa informasi tampillangganslow respon",-1,"Negatif"
"807","nama online gilir komplin komplain suruh kantor suai unit layan konsumenanak remaja ribet",-2,"Negatif"
"808","februari rumah kali mati lampu sebelah doang bayar listrik bayarjambu lurah kenanga cipindoh tangerang mohon ayan rutin",-3,"Negatif"
"809","klaim",-1,"Negatif"
"810","aplikasi parah verifikasi akun foto jepret",-1,"Negatif"
"811","meter tulis eror",-2,"Negatif"
"812","masuk susah bangetsedang ganggu jaring terusmohon info",-2,"Negatif"
"813","lapor tindaktulis selesai sala padam",-1,"Negatif"
"814","buruk sekal ayan live chatnya respon kali respon etik chat lebar sekal balaslive chatnya",-1,"Negatif"
"815","listrik habis beli token gagal mulu masuksolusi selesai selesai mata",-2,"Negatif"
"816","jelek aplikasifoto selfie foto bagusrekamgelap situs plnnya plncoid daftar kode verifikasi mulu direfresh kali kalidigital aplikasi downgrade",-3,"Negatif"
"817","tmpat sring mati harisya kasih bntang kalonormal mati kalo kndalakalo sdang pemeliharaan listrik kasih bntang",-2,"Negatif"
"818","aplikasi eror",-1,"Negatif"
"819","token listrik beli aplikasi tokopediaisiin meter listrik muncul tulis usang token kasih aktif",-1,"Negatif"
"820","ayan tolong ditingkatkantarip dasar listriksubsidi turun",-2,"Negatif"
"821","upgrade kirim foto gagal",-1,"Negatif"
"822","mudah banget lapor ganggu",-1,"Negatif"
"823","aplikasi bagus batas aplikasi implemetasi ayan realalami ganggu padam listrik tetangga kiri kanan nyala pakai meter tokenprabayar laporaplikasi catat kitaraneh riwayattulis lapor listrik rumah nyala menit laporpenanganan sekal",-4,"Negatif"
"824","buruk error",-2,"Negatif"
"825","aplikasi bingung baca lokasi langgan kalosyarat baca lokasi ujung ujung langsung kantor",-3,"Negatif"
"826","buruk sekal",-1,"Negatif"
"827","server error",-1,"Negatif"
"828","lampu nyala status lapor selesai nyalasudah",-1,"Negatif"
"829","beli token link gagal grafik pemakaian hilang simulasi pasang hilang proses pasang",-3,"Negatif"
"830","aplikasi pokokkecewa situs fictur lengkap lupa downloadmobilecoba langsung download",-2,"Negatif"
"831","tanggap lapor listrik daerah mati",-2,"Negatif"
"832","akses mohon pasang hilang aplikasi tolong tingkat",-1,"Negatif"
"833","masuk susah bangetsedang ganggu jaring terusmohon info",-2,"Negatif"
"834","ayanbagus orang lapang kerja orang sopan omongseakanakan paksa ancamcard ragam surat tugassurat tugas bentak",-1,"Negatif"
"835","respon hadap lapor masyarakat kelisrikan tanggap bagusmogaterusmajuindonesia",-1,"Negatif"
"836","aplikasi klik pasang propinsi pilih suai daerah alamat biar langsung orang",-1,"Negatif"
"837","bagus mudah ecek tagih informasirekening listrik bantu pandemi terimakasih",-1,"Negatif"
"838","mudah banget lapor ganggu",-1,"Negatif"
"839","upgrade ribet rumit aplikasi",-1,"Negatif"
"840","status clear real clear rumah mati lampu telepon customer servie sibuksolusi mudah mudah",-2,"Negatif"
"841","namalanggan pasang pasang nama orang",-1,"Negatif"
"842","erti keluh masyarakat",-1,"Negatif"
"843","lambat",-1,"Negatif"
"844","assalamualaikum warahmatullahi wabarokaatuh bantulistrik rumah mati meter cantum tulis periksa maafdana biaya anggur uang bayar tugas",-2,"Negatif"
"845","usul mudahtoken prabayar cari token beli diinput meter listrik otomatis masuk praktiss salam",-1,"Negatif"
"846","usul mudahtoken prabayar cari token beli diinput meter listrik otomatis masuk praktiss salam",-1,"Negatif"
"847","menu lengkap monitor status mohon detail kompliti",-1,"Negatif"
"848","buruk",-1,"Negatif"
"849","baguslayan ubah dayacuman layan kalo turun layan layan",-1,"Negatif"
"850","keluhanmya meter eror susahg klik send",-2,"Negatif"
"851","batu sisih data idpel copy paste ribet",-1,"Negatif"
"852","aplikasi keluh lapor kali teknisi konfirmasiphone status selesai",-2,"Negatif"
"853","daftarloginaneh email mulu daftar sekal aneh sumpah aneh",-2,"Negatif"
"854","tingkatayan utama mngendalikan konsumen ggup panik emosi beli token kadang input token gagl usang pakai emosi bawakendala usang token input solusi cepat",-2,"Negatif"
"855","respon hadap lapor masyarakat kelisrikan tanggap bagusmogaterusmajuindonesia",-1,"Negatif"
"856","aplikasi bantu lapor keluhtoken kali tindak sekal selesai doang rumah",-3,"Negatif"
"857","tanggap lapor listrik daerah mati",-2,"Negatif"
"858","aplikasi bantu mending hapus aplikasi lapor kali respon sekal",-1,"Negatif"
"859","kali gagaljangka lumayan selang update aplikasi update aplikasi akun deteksiulang paswsalah mesti ganti pasw",-1,"Negatif"
"860","hallooanehkalo totalin tagih biayatotalkali lipat",-1,"Negatif"
"861","urusmeter hilang lupalangganpindah rumah tinggal",-2,"Negatif"
"862","sengaja kasih servernya eror suruh upgradetanggap",-1,"Negatif"
"863","aplikasi payah",-1,"Negatif"
"864","aplikasi buruk aplikasi ayan",-1,"Negatif"
"865","terimakasihmobileanda bantu kamiuntuk lapor kalo ganggu listrik tmpat",-1,"Negatif"
"866","bagus notifikasi ganggu jaring daerah daftar akun klik kosong",-4,"Negatif"
"867","kalo kirimlangsung kirim keluh",-1,"Negatif"
"868","solusibeli token listrik bayarbriva mesinstruk bayarsaldo potong aplikasi proses beli gagal uang lapotkanterima kasih",-1,"Negatif"
"869","tanggap lampu rumah mati tokenpulsa gara gara meteranya tulis periksa teus asli kecewa banget",-3,"Negatif"
"870","aplikasi tugas error lapor kerja selesai nyala heiiipln nyala",-1,"Negatif"
"871","matab ayan kali meter token komplain menufast respon langsung telepon tugas terimakasih",-1,"Negatif"
"872","verifikasi akunkenapa gagal ambil foto ktpsampai verifikasi gagal thanks thanks proses verifikasi",-2,"Negatif"
"873","lapor ganggu ribetsering force close lapor tolong langgan ganggu mahal bayar ayan murah",-3,"Negatif"
"874","kecewa",-1,"Negatif"
"875","mohon maafsaya lapor ayan kantordemang lebar daun palembangtapi trma kasih dlayanin satpam baiktpi kecewa ketemu karyawantunggu menunggusemoga ayanmasyarakat",-2,"Negatif"
"876","daftar online pemasangan meter listrik pasang cipta korupsi calo kinerja buruk",-3,"Negatif"
"877","lapor aplikasi layarmeter prabayar rumah mati respon",-3,"Negatif"
"878","aplikasi susah ganti passworddicoba ulang buka email error",-3,"Negatif"
"879","aplikasi kontlobikin bocah mudah kesel gara aplikasi sial",-1,"Negatif"
"880","kecewa aplikasi errorlogin tlong",-1,"Negatif"
"881","lapor aplikasi kecewa dalamn lapor kali respon tugas aneh nyala progres lapor trtulis nyala selesai manual admin nyata bohong progres selesai suruh pilih rating berik rating bintang plus deskripsi ulas kecewa kirim",-4,"Negatif"
"882","aplikasi tugas lamban",-1,"Negatif"
"883","mobile bantu mudah langgan ecek bayar tagih listrik lapor ganggu",-1,"Negatif"
"884","online masak keliru administrasi suruh kantorangelangelllll",-1,"Negatif"
"885","komplainpagimobile tindak plnstatus riwayat selesai tindak lapang telepon tugas",-1,"Negatif"
"886","mati sore",-1,"Negatif"
"887","gagal kirimlapor ganggu menu batal transaksi lanjur salah pencet",-4,"Negatif"
"888","penanganan bagus tugas lapanganannya hujan angin main mati listrik padam pagi sahur hidup kayak penangannyatolong nang madam itukatax pltu padam trsapalagi puasa padam malamtugas orang terawehtadarustolongpenanganannya tugas lapang ituterimakasih",-1,"Negatif"
"889","kasih diskon beli token lihat usaha sebelah kasih poin transaksi aplikasi wkwkwkwkw",-1,"Negatif"
"890","live chat eror jaring stabil putus mending aplikasikecewa beli token hasil kode",-1,"Negatif"
"891","namalanggan pasang pasang nama orang",-1,"Negatif"
"892","histori tampil tagih update",-1,"Negatif"
"893","coba verifikasi akun susah langkah foto identitas gambar ciut tolong",-2,"Negatif"
"894","lampu desa marom camatkabupaten toba sumatera utara penuh arti cahaya lampu arus mohon hatimasyarakat siksapadam masyarakat batas sabar mohon hati serius",-1,"Negatif"
